Supplier Key: 1, Name: Supplier#000000001, Nation: PERU, Balance: 5755.940000
Supplier Key: 5988, Name: Supplier#000005988, Nation: JORDAN, Balance: 6552.790000
Supplier Key: 5989, Name: Supplier#000005989, Nation: CANADA, Balance: 9697.970000
Supplier Key: 5990, Name: Supplier#000005990, Nation: UNITED KINGDOM, Balance: 4857.310000
Supplier Key: 5991, Name: Supplier#000005991, Nation: JORDAN, Balance: 3739.940000
Supplier Key: 5992, Name: Supplier#000005992, Nation: INDIA, Balance: 1214.580000
Supplier Key: 5993, Name: Supplier#000005993, Nation: BRAZIL, Balance: 6445.080000
Supplier Key: 5994, Name: Supplier#000005994, Nation: KENYA, Balance: 3491.710000
Supplier Key: 5995, Name: Supplier#000005995, Nation: CHINA, Balance: 9233.880000
Supplier Key: 5996, Name: Supplier#000005996, Nation: KENYA, Balance: 3814.640000
Supplier Key: 5997, Name: Supplier#000005997, Nation: SAUDI ARABIA, Balance: 2617.740000
Supplier Key: 5998, Name: Supplier#000005998, Nation: SAUDI ARABIA, Balance: 5381.720000
Supplier Key: 5999, Name: Supplier#000005999, Nation: ALGERIA, Balance: 6512.200000
Supplier Key: 6000, Name: Supplier#000006000, Nation: VIETNAM, Balance: 9561.300000
Supplier Key: 6001, Name: Supplier#000006001, Nation: RUSSIA, Balance: 6823.450000
Supplier Key: 6002, Name: Supplier#000006002, Nation: EGYPT, Balance: 4785.600000
Supplier Key: 6003, Name: Supplier#000006003, Nation: UNITED KINGDOM, Balance: 8607.690000
Supplier Key: 6004, Name: Supplier#000006004, Nation: MOZAMBIQUE, Balance: 6532.540000
Supplier Key: 6005, Name: Supplier#000006005, Nation: MOROCCO, Balance: -555.080000
Supplier Key: 6006, Name: Supplier#000006006, Nation: ROMANIA, Balance: 7631.770000
Supplier Key: 6007, Name: Supplier#000006007, Nation: INDONESIA, Balance: 5169.180000
Supplier Key: 6008, Name: Supplier#000006008, Nation: ROMANIA, Balance: 9495.380000
Supplier Key: 6009, Name: Supplier#000006009, Nation: PERU, Balance: 9851.930000
Supplier Key: 6010, Name: Supplier#000006010, Nation: ROMANIA, Balance: 7446.750000
Supplier Key: 6011, Name: Supplier#000006011, Nation: IRAN, Balance: 8570.490000
Supplier Key: 6012, Name: Supplier#000006012, Nation: JAPAN, Balance: 8329.460000
Supplier Key: 6013, Name: Supplier#000006013, Nation: SAUDI ARABIA, Balance: 5363.160000
Supplier Key: 6014, Name: Supplier#000006014, Nation: MOZAMBIQUE, Balance: 2575.800000
Supplier Key: 6015, Name: Supplier#000006015, Nation: CHINA, Balance: 4390.890000
Supplier Key: 6016, Name: Supplier#000006016, Nation: FRANCE, Balance: 7669.380000
Supplier Key: 6017, Name: Supplier#000006017, Nation: MOROCCO, Balance: -763.430000
Supplier Key: 6018, Name: Supplier#000006018, Nation: ETHIOPIA, Balance: 3951.130000
Supplier Key: 6019, Name: Supplier#000006019, Nation: RUSSIA, Balance: 8690.260000
Supplier Key: 6020, Name: Supplier#000006020, Nation: IRAN, Balance: 8330.850000
Supplier Key: 6021, Name: Supplier#000006021, Nation: IRAQ, Balance: 6688.480000
Supplier Key: 6022, Name: Supplier#000006022, Nation: CHINA, Balance: 2354.230000
Supplier Key: 6023, Name: Supplier#000006023, Nation: JORDAN, Balance: 9468.490000
Supplier Key: 6024, Name: Supplier#000006024, Nation: CHINA, Balance: 9048.700000
Supplier Key: 6025, Name: Supplier#000006025, Nation: FRANCE, Balance: 4605.350000
Supplier Key: 6026, Name: Supplier#000006026, Nation: INDIA, Balance: 4181.070000
Supplier Key: 6027, Name: Supplier#000006027, Nation: SAUDI ARABIA, Balance: 1159.250000
Supplier Key: 6028, Name: Supplier#000006028, Nation: JAPAN, Balance: 468.640000
Supplier Key: 6029, Name: Supplier#000006029, Nation: ARGENTINA, Balance: 9410.910000
Supplier Key: 6030, Name: Supplier#000006030, Nation: ARGENTINA, Balance: 9261.330000
Supplier Key: 6031, Name: Supplier#000006031, Nation: BRAZIL, Balance: 3268.650000
Supplier Key: 6032, Name: Supplier#000006032, Nation: VIETNAM, Balance: 152.620000
Supplier Key: 6033, Name: Supplier#000006033, Nation: JORDAN, Balance: 5.610000
Supplier Key: 6034, Name: Supplier#000006034, Nation: GERMANY, Balance: 4205.250000
Supplier Key: 6035, Name: Supplier#000006035, Nation: IRAN, Balance: 596.720000
Supplier Key: 6036, Name: Supplier#000006036, Nation: MOROCCO, Balance: 5969.540000
Supplier Key: 6037, Name: Supplier#000006037, Nation: INDIA, Balance: 8148.900000
Supplier Key: 6038, Name: Supplier#000006038, Nation: MOROCCO, Balance: 6558.310000
Supplier Key: 6039, Name: Supplier#000006039, Nation: ARGENTINA, Balance: 3486.790000
Supplier Key: 6040, Name: Supplier#000006040, Nation: ALGERIA, Balance: 3482.050000
Supplier Key: 6041, Name: Supplier#000006041, Nation: GERMANY, Balance: 747.070000
Supplier Key: 6042, Name: Supplier#000006042, Nation: VIETNAM, Balance: 2945.310000
Supplier Key: 6043, Name: Supplier#000006043, Nation: BRAZIL, Balance: -276.770000
Supplier Key: 6044, Name: Supplier#000006044, Nation: UNITED STATES, Balance: -692.950000
Supplier Key: 6045, Name: Supplier#000006045, Nation: IRAQ, Balance: 487.200000
Supplier Key: 6046, Name: Supplier#000006046, Nation: MOZAMBIQUE, Balance: 2267.520000
Supplier Key: 6047, Name: Supplier#000006047, Nation: ROMANIA, Balance: 4140.920000
Supplier Key: 6048, Name: Supplier#000006048, Nation: IRAQ, Balance: 8515.250000
Supplier Key: 6049, Name: Supplier#000006049, Nation: ARGENTINA, Balance: 3846.260000
Supplier Key: 6050, Name: Supplier#000006050, Nation: CHINA, Balance: 6034.650000
Supplier Key: 6051, Name: Supplier#000006051, Nation: ETHIOPIA, Balance: 2320.700000
Supplier Key: 6052, Name: Supplier#000006052, Nation: INDONESIA, Balance: 6996.820000
Supplier Key: 6053, Name: Supplier#000006053, Nation: BRAZIL, Balance: 3529.310000
Supplier Key: 6054, Name: Supplier#000006054, Nation: ETHIOPIA, Balance: 3178.410000
Supplier Key: 6055, Name: Supplier#000006055, Nation: ALGERIA, Balance: 1521.730000
Supplier Key: 6056, Name: Supplier#000006056, Nation: INDONESIA, Balance: 9719.330000
Supplier Key: 6057, Name: Supplier#000006057, Nation: UNITED KINGDOM, Balance: 834.700000
Supplier Key: 6058, Name: Supplier#000006058, Nation: RUSSIA, Balance: 1782.870000
Supplier Key: 6059, Name: Supplier#000006059, Nation: CANADA, Balance: 9583.710000
Supplier Key: 6060, Name: Supplier#000006060, Nation: EGYPT, Balance: 9469.450000
Supplier Key: 6061, Name: Supplier#000006061, Nation: CHINA, Balance: 3119.050000
Supplier Key: 6062, Name: Supplier#000006062, Nation: IRAN, Balance: 4906.480000
Supplier Key: 6063, Name: Supplier#000006063, Nation: EGYPT, Balance: 5169.840000
Supplier Key: 6064, Name: Supplier#000006064, Nation: ARGENTINA, Balance: 9535.480000
Supplier Key: 6065, Name: Supplier#000006065, Nation: CANADA, Balance: 1870.490000
Supplier Key: 6066, Name: Supplier#000006066, Nation: UNITED KINGDOM, Balance: 8226.790000
Supplier Key: 6067, Name: Supplier#000006067, Nation: INDIA, Balance: 6747.440000
Supplier Key: 6068, Name: Supplier#000006068, Nation: RUSSIA, Balance: 3244.810000
Supplier Key: 6069, Name: Supplier#000006069, Nation: JAPAN, Balance: 6541.210000
Supplier Key: 6070, Name: Supplier#000006070, Nation: CANADA, Balance: 2075.720000
Supplier Key: 6071, Name: Supplier#000006071, Nation: CHINA, Balance: 3647.580000
Supplier Key: 6072, Name: Supplier#000006072, Nation: IRAN, Balance: -120.950000
Supplier Key: 6073, Name: Supplier#000006073, Nation: MOROCCO, Balance: 141.680000
Supplier Key: 6074, Name: Supplier#000006074, Nation: UNITED KINGDOM, Balance: 3103.200000
Supplier Key: 6075, Name: Supplier#000006075, Nation: UNITED STATES, Balance: 2487.780000
Supplier Key: 6076, Name: Supplier#000006076, Nation: ETHIOPIA, Balance: -853.920000
Supplier Key: 6077, Name: Supplier#000006077, Nation: UNITED STATES, Balance: 1110.190000
Supplier Key: 6078, Name: Supplier#000006078, Nation: IRAN, Balance: 887.010000
Supplier Key: 6079, Name: Supplier#000006079, Nation: INDIA, Balance: 922.530000
Supplier Key: 6080, Name: Supplier#000006080, Nation: BRAZIL, Balance: 3833.220000
Supplier Key: 6081, Name: Supplier#000006081, Nation: ETHIOPIA, Balance: 6890.070000
Supplier Key: 6082, Name: Supplier#000006082, Nation: UNITED KINGDOM, Balance: 2417.080000
Supplier Key: 6083, Name: Supplier#000006083, Nation: UNITED KINGDOM, Balance: 9757.910000
Supplier Key: 6084, Name: Supplier#000006084, Nation: CANADA, Balance: 291.310000
Supplier Key: 6085, Name: Supplier#000006085, Nation: ROMANIA, Balance: 9915.380000
Supplier Key: 6086, Name: Supplier#000006086, Nation: UNITED STATES, Balance: 6794.070000
Supplier Key: 6087, Name: Supplier#000006087, Nation: SAUDI ARABIA, Balance: 5970.770000
Supplier Key: 6088, Name: Supplier#000006088, Nation: BRAZIL, Balance: 6707.200000
Supplier Key: 6089, Name: Supplier#000006089, Nation: PERU, Balance: 9020.200000
Supplier Key: 6090, Name: Supplier#000006090, Nation: FRANCE, Balance: 9547.130000
Supplier Key: 6091, Name: Supplier#000006091, Nation: GERMANY, Balance: -351.410000
Supplier Key: 6092, Name: Supplier#000006092, Nation: FRANCE, Balance: 9726.300000
Supplier Key: 6093, Name: Supplier#000006093, Nation: CANADA, Balance: 7935.950000
Supplier Key: 6094, Name: Supplier#000006094, Nation: ALGERIA, Balance: 2521.100000
Supplier Key: 6095, Name: Supplier#000006095, Nation: PERU, Balance: 9145.310000
Supplier Key: 6096, Name: Supplier#000006096, Nation: CHINA, Balance: 286.050000
Supplier Key: 6097, Name: Supplier#000006097, Nation: JAPAN, Balance: 9566.570000
Supplier Key: 6098, Name: Supplier#000006098, Nation: PERU, Balance: 7398.070000
Supplier Key: 6099, Name: Supplier#000006099, Nation: CANADA, Balance: 4441.400000
Supplier Key: 6100, Name: Supplier#000006100, Nation: MOZAMBIQUE, Balance: 9617.420000
Supplier Key: 6101, Name: Supplier#000006101, Nation: ARGENTINA, Balance: 4054.580000
Supplier Key: 6102, Name: Supplier#000006102, Nation: ARGENTINA, Balance: 9343.630000
Supplier Key: 6103, Name: Supplier#000006103, Nation: VIETNAM, Balance: 464.680000
Supplier Key: 6104, Name: Supplier#000006104, Nation: MOROCCO, Balance: 8731.400000
Supplier Key: 6105, Name: Supplier#000006105, Nation: CHINA, Balance: 6773.950000
Supplier Key: 6106, Name: Supplier#000006106, Nation: INDIA, Balance: 8753.130000
Supplier Key: 6107, Name: Supplier#000006107, Nation: BRAZIL, Balance: 8908.840000
Supplier Key: 6108, Name: Supplier#000006108, Nation: FRANCE, Balance: 7992.400000
Supplier Key: 6109, Name: Supplier#000006109, Nation: CANADA, Balance: 5343.690000
Supplier Key: 6110, Name: Supplier#000006110, Nation: JAPAN, Balance: 5429.170000
Supplier Key: 6111, Name: Supplier#000006111, Nation: KENYA, Balance: 1053.810000
Supplier Key: 6112, Name: Supplier#000006112, Nation: ROMANIA, Balance: -692.960000
Supplier Key: 6113, Name: Supplier#000006113, Nation: IRAQ, Balance: 419.440000
Supplier Key: 6114, Name: Supplier#000006114, Nation: INDIA, Balance: 7544.880000
Supplier Key: 6115, Name: Supplier#000006115, Nation: EGYPT, Balance: 7865.650000
Supplier Key: 6116, Name: Supplier#000006116, Nation: GERMANY, Balance: 8981.060000
Supplier Key: 6117, Name: Supplier#000006117, Nation: MOROCCO, Balance: 680.290000
Supplier Key: 6118, Name: Supplier#000006118, Nation: BRAZIL, Balance: 2504.970000
Supplier Key: 6119, Name: Supplier#000006119, Nation: KENYA, Balance: 2055.460000
Supplier Key: 6120, Name: Supplier#000006120, Nation: INDIA, Balance: 4064.970000
Supplier Key: 6121, Name: Supplier#000006121, Nation: CANADA, Balance: 7860.330000
Supplier Key: 6122, Name: Supplier#000006122, Nation: IRAN, Balance: 7542.010000
Supplier Key: 6123, Name: Supplier#000006123, Nation: KENYA, Balance: 3544.250000
Supplier Key: 6124, Name: Supplier#000006124, Nation: INDIA, Balance: 1131.800000
Supplier Key: 6125, Name: Supplier#000006125, Nation: INDIA, Balance: 1167.700000
Supplier Key: 6126, Name: Supplier#000006126, Nation: ROMANIA, Balance: -507.890000
Supplier Key: 6127, Name: Supplier#000006127, Nation: ARGENTINA, Balance: 8766.330000
Supplier Key: 6128, Name: Supplier#000006128, Nation: SAUDI ARABIA, Balance: -145.120000
Supplier Key: 6129, Name: Supplier#000006129, Nation: FRANCE, Balance: 978.840000
Supplier Key: 6130, Name: Supplier#000006130, Nation: IRAQ, Balance: 4263.280000
Supplier Key: 6131, Name: Supplier#000006131, Nation: IRAN, Balance: 7940.550000
Supplier Key: 6132, Name: Supplier#000006132, Nation: ARGENTINA, Balance: 2882.230000
Supplier Key: 6133, Name: Supplier#000006133, Nation: CHINA, Balance: 6694.400000
Supplier Key: 6134, Name: Supplier#000006134, Nation: EGYPT, Balance: 2835.430000
Supplier Key: 6135, Name: Supplier#000006135, Nation: BRAZIL, Balance: 976.650000
Supplier Key: 6136, Name: Supplier#000006136, Nation: ROMANIA, Balance: 456.080000
Supplier Key: 6137, Name: Supplier#000006137, Nation: UNITED STATES, Balance: 7274.430000
Supplier Key: 6138, Name: Supplier#000006138, Nation: IRAQ, Balance: 5453.290000
Supplier Key: 6139, Name: Supplier#000006139, Nation: PERU, Balance: -492.470000
Supplier Key: 6140, Name: Supplier#000006140, Nation: ALGERIA, Balance: 3902.590000
Supplier Key: 6141, Name: Supplier#000006141, Nation: JORDAN, Balance: 6835.240000
Supplier Key: 6142, Name: Supplier#000006142, Nation: ETHIOPIA, Balance: 4896.220000
Supplier Key: 6143, Name: Supplier#000006143, Nation: MOZAMBIQUE, Balance: 8840.350000
Supplier Key: 6144, Name: Supplier#000006144, Nation: FRANCE, Balance: 797.650000
Supplier Key: 6145, Name: Supplier#000006145, Nation: UNITED STATES, Balance: 6054.620000
Supplier Key: 6146, Name: Supplier#000006146, Nation: MOROCCO, Balance: 7986.710000
Supplier Key: 6147, Name: Supplier#000006147, Nation: IRAQ, Balance: 8661.640000
Supplier Key: 6148, Name: Supplier#000006148, Nation: GERMANY, Balance: 309.530000
Supplier Key: 6149, Name: Supplier#000006149, Nation: ROMANIA, Balance: 8137.990000
Supplier Key: 6150, Name: Supplier#000006150, Nation: MOZAMBIQUE, Balance: -828.500000
Supplier Key: 6151, Name: Supplier#000006151, Nation: UNITED STATES, Balance: -652.730000
Supplier Key: 6152, Name: Supplier#000006152, Nation: JORDAN, Balance: 5554.430000
Supplier Key: 6153, Name: Supplier#000006153, Nation: EGYPT, Balance: 5299.750000
Supplier Key: 6154, Name: Supplier#000006154, Nation: RUSSIA, Balance: 3856.240000
Supplier Key: 6155, Name: Supplier#000006155, Nation: CHINA, Balance: 8899.680000
Supplier Key: 6156, Name: Supplier#000006156, Nation: PERU, Balance: 7905.740000
Supplier Key: 6157, Name: Supplier#000006157, Nation: PERU, Balance: 823.900000
Supplier Key: 6158, Name: Supplier#000006158, Nation: EGYPT, Balance: 7305.440000
Supplier Key: 6159, Name: Supplier#000006159, Nation: FRANCE, Balance: 9586.820000
Supplier Key: 6160, Name: Supplier#000006160, Nation: MOZAMBIQUE, Balance: 6816.690000
Supplier Key: 6161, Name: Supplier#000006161, Nation: KENYA, Balance: 1085.770000
Supplier Key: 6162, Name: Supplier#000006162, Nation: INDONESIA, Balance: 8507.560000
Supplier Key: 6163, Name: Supplier#000006163, Nation: JAPAN, Balance: 6600.020000
Supplier Key: 6164, Name: Supplier#000006164, Nation: UNITED KINGDOM, Balance: 562.160000
Supplier Key: 6165, Name: Supplier#000006165, Nation: IRAQ, Balance: 8153.300000
Supplier Key: 6166, Name: Supplier#000006166, Nation: JORDAN, Balance: 3529.560000
Supplier Key: 6167, Name: Supplier#000006167, Nation: CANADA, Balance: 7284.470000
Supplier Key: 6168, Name: Supplier#000006168, Nation: PERU, Balance: 9164.590000
Supplier Key: 6169, Name: Supplier#000006169, Nation: KENYA, Balance: 5273.600000
Supplier Key: 6170, Name: Supplier#000006170, Nation: ALGERIA, Balance: 4333.160000
Supplier Key: 6171, Name: Supplier#000006171, Nation: ETHIOPIA, Balance: 5450.130000
Supplier Key: 6172, Name: Supplier#000006172, Nation: MOZAMBIQUE, Balance: 1426.030000
Supplier Key: 6173, Name: Supplier#000006173, Nation: VIETNAM, Balance: 7192.130000
Supplier Key: 6174, Name: Supplier#000006174, Nation: MOROCCO, Balance: 8098.430000
Supplier Key: 6175, Name: Supplier#000006175, Nation: VIETNAM, Balance: 5369.320000
Supplier Key: 6176, Name: Supplier#000006176, Nation: ROMANIA, Balance: 7124.230000
Supplier Key: 6177, Name: Supplier#000006177, Nation: FRANCE, Balance: -17.070000
Supplier Key: 6178, Name: Supplier#000006178, Nation: INDIA, Balance: 8073.000000
Supplier Key: 6179, Name: Supplier#000006179, Nation: JAPAN, Balance: 7040.800000
Supplier Key: 6180, Name: Supplier#000006180, Nation: KENYA, Balance: 5832.370000
Supplier Key: 6181, Name: Supplier#000006181, Nation: MOROCCO, Balance: 1624.330000
Supplier Key: 6182, Name: Supplier#000006182, Nation: PERU, Balance: 7099.140000
Supplier Key: 6183, Name: Supplier#000006183, Nation: RUSSIA, Balance: 7244.330000
Supplier Key: 6184, Name: Supplier#000006184, Nation: MOROCCO, Balance: 5462.480000
Supplier Key: 6185, Name: Supplier#000006185, Nation: MOZAMBIQUE, Balance: -16.860000
Supplier Key: 6186, Name: Supplier#000006186, Nation: FRANCE, Balance: 587.380000
Supplier Key: 6187, Name: Supplier#000006187, Nation: UNITED KINGDOM, Balance: 3032.270000
Supplier Key: 6188, Name: Supplier#000006188, Nation: UNITED KINGDOM, Balance: 9357.450000
Supplier Key: 6189, Name: Supplier#000006189, Nation: IRAN, Balance: 1796.870000
Supplier Key: 6190, Name: Supplier#000006190, Nation: KENYA, Balance: 2964.960000
Supplier Key: 6191, Name: Supplier#000006191, Nation: KENYA, Balance: 115.280000
Supplier Key: 6192, Name: Supplier#000006192, Nation: EGYPT, Balance: -528.960000
Supplier Key: 6193, Name: Supplier#000006193, Nation: ARGENTINA, Balance: 6753.330000
Supplier Key: 6194, Name: Supplier#000006194, Nation: KENYA, Balance: 3204.050000
Supplier Key: 6195, Name: Supplier#000006195, Nation: ALGERIA, Balance: 3399.650000
Supplier Key: 6196, Name: Supplier#000006196, Nation: FRANCE, Balance: 1897.340000
Supplier Key: 6197, Name: Supplier#000006197, Nation: ARGENTINA, Balance: 8563.410000
Supplier Key: 6198, Name: Supplier#000006198, Nation: MOZAMBIQUE, Balance: -694.080000
Supplier Key: 6199, Name: Supplier#000006199, Nation: MOROCCO, Balance: 3444.930000
Supplier Key: 6200, Name: Supplier#000006200, Nation: ALGERIA, Balance: 3990.560000
Supplier Key: 6201, Name: Supplier#000006201, Nation: KENYA, Balance: 387.550000
Supplier Key: 6202, Name: Supplier#000006202, Nation: JORDAN, Balance: -534.220000
Supplier Key: 6203, Name: Supplier#000006203, Nation: MOROCCO, Balance: 6208.580000
Supplier Key: 6204, Name: Supplier#000006204, Nation: BRAZIL, Balance: -372.010000
Supplier Key: 6205, Name: Supplier#000006205, Nation: ALGERIA, Balance: 4535.430000
Supplier Key: 6206, Name: Supplier#000006206, Nation: JORDAN, Balance: 6042.850000
Supplier Key: 6207, Name: Supplier#000006207, Nation: UNITED STATES, Balance: 8237.230000
Supplier Key: 6208, Name: Supplier#000006208, Nation: RUSSIA, Balance: 6240.220000
Supplier Key: 6209, Name: Supplier#000006209, Nation: FRANCE, Balance: 3452.010000
Supplier Key: 6210, Name: Supplier#000006210, Nation: SAUDI ARABIA, Balance: 1938.620000
Supplier Key: 6211, Name: Supplier#000006211, Nation: INDIA, Balance: 9360.720000
Supplier Key: 6212, Name: Supplier#000006212, Nation: RUSSIA, Balance: 1726.460000
Supplier Key: 6213, Name: Supplier#000006213, Nation: KENYA, Balance: 7614.100000
Supplier Key: 6214, Name: Supplier#000006214, Nation: UNITED KINGDOM, Balance: 5226.050000
Supplier Key: 6215, Name: Supplier#000006215, Nation: CANADA, Balance: 8264.140000
Supplier Key: 6216, Name: Supplier#000006216, Nation: IRAN, Balance: 7526.590000
Supplier Key: 6217, Name: Supplier#000006217, Nation: CANADA, Balance: 8384.140000
Supplier Key: 6218, Name: Supplier#000006218, Nation: MOZAMBIQUE, Balance: 355.800000
Supplier Key: 6219, Name: Supplier#000006219, Nation: JAPAN, Balance: 4920.890000
Supplier Key: 6220, Name: Supplier#000006220, Nation: UNITED STATES, Balance: 5408.080000
Supplier Key: 6221, Name: Supplier#000006221, Nation: INDONESIA, Balance: 9567.470000
Supplier Key: 6222, Name: Supplier#000006222, Nation: EGYPT, Balance: 513.860000
Supplier Key: 6223, Name: Supplier#000006223, Nation: GERMANY, Balance: -658.420000
Supplier Key: 6224, Name: Supplier#000006224, Nation: GERMANY, Balance: 8936.260000
Supplier Key: 6225, Name: Supplier#000006225, Nation: CHINA, Balance: 6791.520000
Supplier Key: 6226, Name: Supplier#000006226, Nation: VIETNAM, Balance: 7191.060000
Supplier Key: 6227, Name: Supplier#000006227, Nation: GERMANY, Balance: 1266.520000
Supplier Key: 6228, Name: Supplier#000006228, Nation: IRAQ, Balance: -720.230000
Supplier Key: 6229, Name: Supplier#000006229, Nation: INDONESIA, Balance: 3978.330000
Supplier Key: 6230, Name: Supplier#000006230, Nation: IRAQ, Balance: 3717.700000
Supplier Key: 6231, Name: Supplier#000006231, Nation: ALGERIA, Balance: 1355.830000
Supplier Key: 6232, Name: Supplier#000006232, Nation: EGYPT, Balance: 4453.350000
Supplier Key: 6233, Name: Supplier#000006233, Nation: FRANCE, Balance: 1449.960000
Supplier Key: 6234, Name: Supplier#000006234, Nation: GERMANY, Balance: 2419.960000
Supplier Key: 6235, Name: Supplier#000006235, Nation: ROMANIA, Balance: 3316.930000
Supplier Key: 6236, Name: Supplier#000006236, Nation: MOROCCO, Balance: 8627.810000
Supplier Key: 6237, Name: Supplier#000006237, Nation: FRANCE, Balance: 3605.550000
Supplier Key: 6238, Name: Supplier#000006238, Nation: MOROCCO, Balance: 8424.940000
Supplier Key: 6239, Name: Supplier#000006239, Nation: UNITED KINGDOM, Balance: 4073.220000
Supplier Key: 6240, Name: Supplier#000006240, Nation: ARGENTINA, Balance: 3518.190000
Supplier Key: 6241, Name: Supplier#000006241, Nation: SAUDI ARABIA, Balance: 3176.250000
Supplier Key: 6242, Name: Supplier#000006242, Nation: MOROCCO, Balance: 9158.660000
Supplier Key: 6243, Name: Supplier#000006243, Nation: IRAQ, Balance: 4691.160000
Supplier Key: 6244, Name: Supplier#000006244, Nation: GERMANY, Balance: 5252.190000
Supplier Key: 6245, Name: Supplier#000006245, Nation: KENYA, Balance: 7532.310000
Supplier Key: 6246, Name: Supplier#000006246, Nation: IRAQ, Balance: 5658.830000
Supplier Key: 6247, Name: Supplier#000006247, Nation: UNITED STATES, Balance: 42.920000
Supplier Key: 6248, Name: Supplier#000006248, Nation: INDONESIA, Balance: 4294.130000
Supplier Key: 6249, Name: Supplier#000006249, Nation: CHINA, Balance: 9366.210000
Supplier Key: 6250, Name: Supplier#000006250, Nation: INDONESIA, Balance: 5905.930000
Supplier Key: 6251, Name: Supplier#000006251, Nation: ETHIOPIA, Balance: 5969.730000
Supplier Key: 6252, Name: Supplier#000006252, Nation: JORDAN, Balance: 314.000000
Supplier Key: 6253, Name: Supplier#000006253, Nation: SAUDI ARABIA, Balance: 6412.900000
Supplier Key: 6254, Name: Supplier#000006254, Nation: VIETNAM, Balance: 1613.170000
Supplier Key: 6255, Name: Supplier#000006255, Nation: CHINA, Balance: 6475.150000
Supplier Key: 6256, Name: Supplier#000006256, Nation: JORDAN, Balance: 2809.390000
Supplier Key: 6257, Name: Supplier#000006257, Nation: MOROCCO, Balance: 3324.640000
Supplier Key: 6258, Name: Supplier#000006258, Nation: FRANCE, Balance: 6271.690000
Supplier Key: 6259, Name: Supplier#000006259, Nation: SAUDI ARABIA, Balance: 4381.520000
Supplier Key: 6260, Name: Supplier#000006260, Nation: INDONESIA, Balance: 4143.160000
Supplier Key: 6261, Name: Supplier#000006261, Nation: JORDAN, Balance: 2095.030000
Supplier Key: 6262, Name: Supplier#000006262, Nation: BRAZIL, Balance: 9133.590000
Supplier Key: 6263, Name: Supplier#000006263, Nation: INDONESIA, Balance: 1287.370000
Supplier Key: 6264, Name: Supplier#000006264, Nation: JORDAN, Balance: 8696.700000
Supplier Key: 6265, Name: Supplier#000006265, Nation: ARGENTINA, Balance: 6514.720000
Supplier Key: 6266, Name: Supplier#000006266, Nation: JORDAN, Balance: 8007.830000
Supplier Key: 6267, Name: Supplier#000006267, Nation: FRANCE, Balance: 700.510000
Supplier Key: 6268, Name: Supplier#000006268, Nation: BRAZIL, Balance: 1407.480000
Supplier Key: 6269, Name: Supplier#000006269, Nation: GERMANY, Balance: 3440.390000
Supplier Key: 6270, Name: Supplier#000006270, Nation: INDIA, Balance: 4562.130000
Supplier Key: 6271, Name: Supplier#000006271, Nation: IRAN, Balance: 3722.820000
Supplier Key: 6272, Name: Supplier#000006272, Nation: ROMANIA, Balance: -574.940000
Supplier Key: 6273, Name: Supplier#000006273, Nation: CHINA, Balance: 3969.330000
Supplier Key: 6274, Name: Supplier#000006274, Nation: CANADA, Balance: 6572.730000
Supplier Key: 6275, Name: Supplier#000006275, Nation: FRANCE, Balance: 3944.470000
Supplier Key: 6276, Name: Supplier#000006276, Nation: EGYPT, Balance: 6702.070000
Supplier Key: 6277, Name: Supplier#000006277, Nation: EGYPT, Balance: -191.930000
Supplier Key: 6278, Name: Supplier#000006278, Nation: FRANCE, Balance: 6151.140000
Supplier Key: 6279, Name: Supplier#000006279, Nation: UNITED KINGDOM, Balance: 2172.620000
Supplier Key: 6280, Name: Supplier#000006280, Nation: CHINA, Balance: 4250.390000
Supplier Key: 6281, Name: Supplier#000006281, Nation: SAUDI ARABIA, Balance: 221.050000
Supplier Key: 6282, Name: Supplier#000006282, Nation: GERMANY, Balance: 6146.100000
Supplier Key: 6283, Name: Supplier#000006283, Nation: SAUDI ARABIA, Balance: 5565.030000
Supplier Key: 6284, Name: Supplier#000006284, Nation: KENYA, Balance: 7468.640000
Supplier Key: 6285, Name: Supplier#000006285, Nation: MOZAMBIQUE, Balance: 2437.030000
Supplier Key: 6286, Name: Supplier#000006286, Nation: RUSSIA, Balance: 4202.930000
Supplier Key: 6287, Name: Supplier#000006287, Nation: UNITED KINGDOM, Balance: 5723.610000
Supplier Key: 6288, Name: Supplier#000006288, Nation: UNITED STATES, Balance: -331.890000
Supplier Key: 6289, Name: Supplier#000006289, Nation: JAPAN, Balance: 7849.870000
Supplier Key: 6290, Name: Supplier#000006290, Nation: VIETNAM, Balance: 7872.050000
Supplier Key: 6291, Name: Supplier#000006291, Nation: FRANCE, Balance: 6584.600000
Supplier Key: 6292, Name: Supplier#000006292, Nation: UNITED KINGDOM, Balance: 5341.100000
Supplier Key: 6293, Name: Supplier#000006293, Nation: CHINA, Balance: 5961.000000
Supplier Key: 6294, Name: Supplier#000006294, Nation: JORDAN, Balance: 7628.500000
Supplier Key: 6295, Name: Supplier#000006295, Nation: ROMANIA, Balance: 5233.220000
Supplier Key: 6296, Name: Supplier#000006296, Nation: UNITED KINGDOM, Balance: 7774.480000
Supplier Key: 6297, Name: Supplier#000006297, Nation: CANADA, Balance: 5678.430000
Supplier Key: 6298, Name: Supplier#000006298, Nation: UNITED KINGDOM, Balance: -687.560000
Supplier Key: 6299, Name: Supplier#000006299, Nation: CANADA, Balance: 3124.710000
